City,Date,Card Type,Exp Type,Gender,Amount,Date_as_int,Year,Month,Country
Arakkonam,2015-02-12,Silver,Grocery,M,199942,20150212,2015,Feb,India
Mandvi,2014-12-15,Signature,Grocery,M,219065,20141215,2014,Dec,India
Uthamapalayam,2014-03-11,Gold,Grocery,F,58188,20140311,2014,Mar,India
Alappuzha,2015-02-02,Platinum,Bills,F,64030,20150202,2015,Feb,India
Vadakkuvalliyur,2014-12-13,Platinum,Entertainment,F,54171,20141213,2014,Dec,India
Nasirabad,2014-05-16,Platinum,Fuel,F,40261,20140516,2014,May,India
Rahuri,2015-03-29,Signature,Fuel,F,10566,20150329,2015,Mar,India
Merta City,2015-01-18,Silver,Fuel,M,136481,20150118,2015,Jan,India
Adilabad,2015-02-14,Platinum,Bills,F,278459,20150214,2015,Feb,India
Tiruchirappalli,2014-04-12,Gold,Grocery,F,253601,20140412,2014,Apr,India
Bettiah,2015-04-20,Signature,Fuel,M,286111,20150420,2015,Apr,India
Titlagarh,2014-08-08,Silver,Entertainment,M,76467,20140808,2014,Aug,India
Murtijapur,2014-03-16,Platinum,Grocery,F,235157,20140316,2014,Mar,India
Mandla,2014-01-31,Platinum,Grocery,F,232214,20140131,2014,Jan,India
Mathura,2015-01-14,Silver,Fuel,F,59018,20150114,2015,Jan,India
Naugawan Sadat,2014-05-10,Platinum,Entertainment,F,169832,20140510,2014,May,India
Guntur,2015-05-17,Platinum,Bills,M,256813,20150517,2015,May,India
Gumia,2014-09-13,Silver,Bills,M,131691,20140913,2014,Sep,India
Mungeli,2015-04-12,Silver,Food,F,254358,20150412,2015,Apr,India
Kalyan-Dombivali,2014-05-03,Signature,Entertainment,M,14044,20140503,2014,May,India
Laharpur,2014-08-14,Signature,Bills,F,212177,20140814,2014,Aug,India
Jagdalpur,2015-04-07,Platinum,Bills,F,216206,20150407,2015,Apr,India
Padra,2014-01-12,Silver,Fuel,M,282589,20140112,2014,Jan,India
Vyara,2014-05-04,Signature,Bills,F,126093,20140504,2014,May,India
Muvattupuzha,2014-01-09,Signature,Entertainment,F,147122,20140109,2014,Jan,India
Sagar,2014-11-23,Silver,Entertainment,F,250616,20141123,2014,Nov,India
Ramnagar,2015-05-11,Platinum,Food,F,134181,20150511,2015,May,India
Karnal,2015-01-21,Platinum,Entertainment,F,150176,20150121,2015,Jan,India
Vellakoil,2014-02-16,Platinum,Food,M,207365,20140216,2014,Feb,India
Ujjain,2015-03-07,Platinum,Fuel,M,183647,20150307,2015,Mar,India
Modasa,2014-05-16,Gold,Fuel,F,156176,20140516,2014,May,India
Phaltan,2013-11-14,Platinum,Grocery,F,39447,20131114,2013,Nov,India
Porsa,2014-08-29,Silver,Entertainment,M,226837,20140829,2014,Aug,India
Rath,2014-11-27,Silver,Fuel,F,4117,20141127,2014,Nov,India
Giridih,2014-11-14,Platinum,Fuel,M,148011,20141114,2014,Nov,India
Rabkavi Banhatti,2014-12-20,Gold,Entertainment,F,96808,20141220,2014,Dec,India
Sikandrabad,2014-03-17,Platinum,Fuel,F,208532,20140317,2014,Mar,India
Khanna,2014-05-28,Signature,Bills,M,121771,20140528,2014,May,India
Medininagar (Daltonganj),2013-12-20,Signature,Grocery,M,287094,20131220,2013,Dec,India
Nanpara,2015-02-12,Signature,Grocery,F,161159,20150212,2015,Feb,India
Rajkot,2015-05-10,Silver,Bills,F,54834,20150510,2015,May,India
Karwar,2015-04-28,Silver,Fuel,M,208647,20150428,2015,Apr,India
Neyveli (TS),2014-10-18,Silver,Food,F,266172,20141018,2014,Oct,India
Tikamgarh,2013-10-30,Signature,Grocery,M,298476,20131030,2013,Oct,India
Tirukkoyilur,2014-07-16,Silver,Food,M,184497,20140716,2014,Jul,India
Muzaffarpur,2014-08-16,Platinum,Fuel,M,126430,20140816,2014,Aug,India
Phalodi,2014-06-14,Silver,Entertainment,F,204159,20140614,2014,Jun,India
Bokaro Steel City,2014-10-22,Platinum,Entertainment,M,235325,20141022,2014,Oct,India
Ranaghat,2013-12-15,Signature,Food,F,279437,20131215,2013,Dec,India
Hisar,2014-10-19,Platinum,Fuel,F,133884,20141019,2014,Oct,India
Ramngarh,2014-11-05,Signature,Bills,M,266166,20141105,2014,Nov,India
Kapurthala,2013-11-22,Silver,Fuel,F,251143,20131122,2013,Nov,India
Sankari,2014-04-21,Signature,Grocery,F,246858,20140421,2014,Apr,India
Firozpur Cantt.,2014-08-09,Signature,Food,M,223860,20140809,2014,Aug,India
Kodungallur,2014-01-17,Platinum,Grocery,F,224938,20140117,2014,Jan,India
Peddapuram,2014-02-21,Silver,Grocery,F,281461,20140221,2014,Feb,India
Baramula,2014-05-27,Silver,Food,M,31497,20140527,2014,May,India
Kohima,2014-03-02,Platinum,Fuel,M,173319,20140302,2014,Mar,India
Agartala,2014-05-19,Silver,Grocery,M,261388,20140519,2014,May,India
Salem,2014-09-27,Silver,Bills,M,162247,20140927,2014,Sep,India
Narsinghgarh,2014-05-22,Silver,Food,M,15638,20140522,2014,May,India
Sadasivpet,2015-05-09,Silver,Fuel,F,258961,20150509,2015,May,India
Nilanga,2014-08-11,Gold,Food,M,233137,20140811,2014,Aug,India
Musabani,2014-10-02,Silver,Entertainment,M,126570,20141002,2014,Oct,India
Tekkalakote,2014-06-14,Silver,Fuel,M,298938,20140614,2014,Jun,India
Sangole,2014-03-25,Silver,Grocery,M,125933,20140325,2014,Mar,India
Faridabad,2014-05-23,Platinum,Grocery,M,4961,20140523,2014,May,India
Ramnagar,2014-05-24,Gold,Fuel,M,266357,20140524,2014,May,India
Umarkhed,2013-12-10,Gold,Fuel,F,46693,20131210,2013,Dec,India
Utraula,2014-12-15,Silver,Entertainment,F,78199,20141215,2014,Dec,India
Sattenapalle,2014-01-08,Platinum,Grocery,F,235105,20140108,2014,Jan,India
Machilipatnam,2014-07-27,Platinum,Entertainment,F,149579,20140727,2014,Jul,India
Modinagar,2013-10-10,Platinum,Entertainment,M,285464,20131010,2013,Oct,India
Pehowa,2014-09-05,Platinum,Fuel,M,181775,20140905,2014,Sep,India
Bhilai Nagar,2013-11-06,Silver,Fuel,F,20968,20131106,2013,Nov,India
Manvi,2015-03-07,Gold,Bills,M,225717,20150307,2015,Mar,India
Amalner,2014-05-22,Platinum,Bills,F,235521,20140522,2014,May,India
Sankeshwara,2015-02-08,Gold,Fuel,F,75746,20150208,2015,Feb,India
Balangir,2015-01-10,Signature,Grocery,M,161224,20150110,2015,Jan,India
Chirmiri,2015-01-31,Platinum,Food,F,121975,20150131,2015,Jan,India
Suratgarh,2013-11-09,Platinum,Entertainment,F,216482,20131109,2013,Nov,India
Sibsagar,2015-03-15,Silver,Bills,M,165372,20150315,2015,Mar,India
Tharamangalam,2014-12-13,Signature,Grocery,M,44383,20141213,2014,Dec,India
Peringathur,2015-02-03,Gold,Bills,M,69013,20150203,2015,Feb,India
Mavoor,2014-07-25,Silver,Grocery,F,28627,20140725,2014,Jul,India
Phalodi,2015-02-18,Gold,Bills,M,222530,20150218,2015,Feb,India
Goalpara,2014-08-11,Signature,Fuel,F,191204,20140811,2014,Aug,India
Pathankot,2014-04-07,Gold,Entertainment,F,61219,20140407,2014,Apr,India
Wadi,2014-12-29,Silver,Bills,M,149443,20141229,2014,Dec,India
Madhubani,2014-08-27,Gold,Bills,F,111726,20140827,2014,Aug,India
Koratla,2014-10-24,Signature,Fuel,M,183673,20141024,2014,Oct,India
Pratapgarh,2014-10-29,Gold,Food,F,6204,20141029,2014,Oct,India
Ozar,2014-05-26,Gold,Entertainment,F,50884,20140526,2014,May,India
Peddapuram,2015-05-17,Platinum,Fuel,M,108651,20150517,2015,May,India
Yavatmal,2014-08-12,Gold,Food,M,290000,20140812,2014,Aug,India
Bheemunipatnam,2015-04-15,Signature,Entertainment,F,237873,20150415,2015,Apr,India
Narsipatnam,2015-03-11,Silver,Entertainment,M,176591,20150311,2015,Mar,India
Rajnandgaon,2014-02-02,Gold,Entertainment,F,29333,20140202,2014,Feb,India
Umred,2014-02-17,Platinum,Bills,F,262317,20140217,2014,Feb,India
Begusarai,2015-02-11,Platinum,Entertainment,M,174357,20150211,2015,Feb,India
Saunda,2014-04-14,Platinum,Fuel,M,131645,20140414,2014,Apr,India
Sasaram,2013-11-04,Silver,Food,M,31553,20131104,2013,Nov,India
Sankari,2014-10-21,Gold,Food,F,224404,20141021,2014,Oct,India
Bilaspur,2014-09-29,Platinum,Fuel,F,260161,20140929,2014,Sep,India
Gobichettipalayam,2015-05-21,Signature,Food,M,98320,20150521,2015,May,India
Sherkot,2014-04-17,Platinum,Fuel,F,77274,20140417,2014,Apr,India
Nuzvid,2014-07-15,Platinum,Bills,M,85848,20140715,2014,Jul,India
Vandavasi,2014-06-24,Gold,Grocery,M,186846,20140624,2014,Jun,India
Robertsganj,2015-02-08,Gold,Grocery,M,283326,20150208,2015,Feb,India
Etawah,2014-01-15,Silver,Food,M,215775,20140115,2014,Jan,India
Supaul,2015-03-03,Silver,Bills,M,112563,20150303,2015,Mar,India
Ujjain,2014-10-05,Gold,Food,M,226662,20141005,2014,Oct,India
Aizawl,2013-12-31,Signature,Entertainment,M,219299,20131231,2013,Dec,India
Dhuri,2014-03-04,Silver,Bills,F,85264,20140304,2014,Mar,India
Gokak,2014-01-23,Silver,Food,M,137585,20140123,2014,Jan,India
Sillod,2014-08-18,Silver,Entertainment,F,209186,20140818,2014,Aug,India
Manuguru,2013-11-09,Platinum,Food,M,283834,20131109,2013,Nov,India
Nanded-Waghala,2014-01-02,Gold,Grocery,M,215908,20140102,2014,Jan,India
Araria,2014-04-18,Silver,Bills,F,8206,20140418,2014,Apr,India
Tasgaon,2013-11-24,Silver,Food,F,32129,20131124,2013,Nov,India
Mattannur,2015-02-02,Gold,Bills,F,182728,20150202,2015,Feb,India
Sanand,2014-10-14,Signature,Grocery,F,169019,20141014,2014,Oct,India
Ranaghat,2014-04-21,Signature,Grocery,M,276202,20140421,2014,Apr,India
Bharatpur,2014-01-23,Gold,Food,M,170459,20140123,2014,Jan,India
Jamnagar,2014-03-27,Gold,Food,M,127659,20140327,2014,Mar,India
Rath,2015-04-29,Silver,Food,M,251085,20150429,2015,Apr,India
Revelganj,2014-02-08,Platinum,Fuel,F,138761,20140208,2014,Feb,India
Maddur,2014-03-02,Gold,Bills,F,216024,20140302,2014,Mar,India
Hapur,2014-03-17,Silver,Food,F,157554,20140317,2014,Mar,India
Jagraon,2014-02-26,Platinum,Entertainment,F,107543,20140226,2014,Feb,India
Pihani,2015-01-21,Silver,Grocery,M,66028,20150121,2015,Jan,India
Lakhisarai,2013-10-23,Platinum,Bills,M,123698,20131023,2013,Oct,India
Tumkur,2015-03-17,Silver,Entertainment,M,270443,20150317,2015,Mar,India
Sarangpur,2015-01-12,Platinum,Fuel,M,269069,20150112,2015,Jan,India
Paravoor,2015-05-17,Platinum,Food,F,282153,20150517,2015,May,India
Udgir,2015-01-29,Gold,Bills,M,83213,20150129,2015,Jan,India
Kendujhar,2014-08-14,Signature,Grocery,F,169271,20140814,2014,Aug,India
Nabha,2014-06-06,Silver,Bills,M,8191,20140606,2014,Jun,India
Santipur,2015-05-10,Signature,Bills,F,61761,20150510,2015,May,India
Thoubal,2013-12-19,Platinum,Bills,M,3323,20131219,2013,Dec,India
Tohana,2014-07-16,Silver,Fuel,M,80576,20140716,2014,Jul,India
Kapadvanj,2014-08-29,Silver,Bills,M,107531,20140829,2014,Aug,India
Seoni,2015-04-20,Silver,Entertainment,F,185881,20150420,2015,Apr,India
Panruti,2015-03-28,Gold,Fuel,M,212631,20150328,2015,Mar,India
Satara,2015-05-23,Platinum,Food,M,286724,20150523,2015,May,India
Jind,2014-06-07,Platinum,Entertainment,M,248990,20140607,2014,Jun,India
Renukoot,2015-03-29,Signature,Fuel,M,54292,20150329,2015,Mar,India
Mangaluru,2014-12-04,Platinum,Grocery,F,206100,20141204,2014,Dec,India
Nadbai,2014-04-22,Platinum,Entertainment,F,39759,20140422,2014,Apr,India
Samastipur,2014-05-16,Signature,Fuel,M,147367,20140516,2014,May,India
Nabha,2015-05-08,Silver,Fuel,M,197101,20150508,2015,May,India
Lakshmeshwar,2014-11-07,Platinum,Fuel,M,200552,20141107,2014,Nov,India
Haldwani-cum-Kathgodam,2014-08-18,Gold,Entertainment,F,73140,20140818,2014,Aug,India
Mainaguri,2014-10-25,Platinum,Grocery,M,250596,20141025,2014,Oct,India
Ramgarh,2013-11-18,Gold,Bills,M,9966,20131118,2013,Nov,India
Hapur,2013-10-28,Silver,Food,M,122679,20131028,2013,Oct,India
Nellore,2015-02-05,Platinum,Food,M,138097,20150205,2015,Feb,India
Chikkamagaluru,2014-04-13,Signature,Food,F,88602,20140413,2014,Apr,India
Ambikapur,2013-11-13,Signature,Food,M,47136,20131113,2013,Nov,India
Jamshedpur,2013-10-15,Silver,Entertainment,M,13786,20131015,2013,Oct,India
Nagda,2015-02-27,Gold,Fuel,F,178453,20150227,2015,Feb,India
Wardha,2013-10-23,Signature,Bills,F,46228,20131023,2013,Oct,India
Koyilandy,2015-03-08,Signature,Fuel,M,5534,20150308,2015,Mar,India
Imphal,2015-01-06,Signature,Grocery,M,53621,20150106,2015,Jan,India
Tuljapur,2013-12-08,Gold,Grocery,M,280420,20131208,2013,Dec,India
Noorpur,2014-03-07,Silver,Fuel,F,46420,20140307,2014,Mar,India
Mudalagi,2014-11-15,Gold,Bills,M,214080,20141115,2014,Nov,India
Vijayapura,2014-03-06,Signature,Entertainment,F,145400,20140306,2014,Mar,India
Muddebihal,2013-12-26,Signature,Food,F,182960,20131226,2013,Dec,India
Charkhi Dadri,2014-02-09,Gold,Bills,M,18713,20140209,2014,Feb,India
Lakhimpur,2014-10-26,Silver,Entertainment,M,117028,20141026,2014,Oct,India
Bathinda,2014-05-25,Silver,Fuel,M,295699,20140525,2014,May,India
Hoshiarpur,2015-04-11,Silver,Grocery,M,161392,20150411,2015,Apr,India
Rishikesh,2014-08-05,Silver,Grocery,F,194837,20140805,2014,Aug,India
Jorhat,2014-04-19,Signature,Fuel,F,224657,20140419,2014,Apr,India
Jamui,2014-10-15,Silver,Entertainment,M,86506,20141015,2014,Oct,India
Tanuku,2014-05-05,Signature,Entertainment,F,7211,20140505,2014,May,India
Pattamundai,2014-05-18,Signature,Fuel,F,145159,20140518,2014,May,India
Varanasi,2013-12-08,Gold,Grocery,M,125313,20131208,2013,Dec,India
Shimla,2014-07-11,Signature,Food,M,7910,20140711,2014,Jul,India
Sumerpur,2015-02-18,Silver,Bills,F,198849,20150218,2015,Feb,India
Ranaghat,2014-06-21,Silver,Fuel,F,73609,20140621,2014,Jun,India
Shimla,2014-04-10,Signature,Grocery,M,71314,20140410,2014,Apr,India
Saundatti-Yellamma,2014-12-28,Signature,Food,M,214515,20141228,2014,Dec,India
Ramachandrapuram,2014-08-02,Gold,Fuel,M,290570,20140802,2014,Aug,India
Shikarpur Bulandshahr,2014-01-09,Signature,Fuel,M,1824,20140109,2014,Jan,India
Bhabua,2014-01-22,Platinum,Fuel,M,278065,20140122,2014,Jan,India
Sendhwa,2014-11-26,Gold,Bills,F,135406,20141126,2014,Nov,India
Zira,2014-01-10,Platinum,Grocery,M,48909,20140110,2014,Jan,India
Mulbagal,2013-11-23,Gold,Bills,F,68291,20131123,2013,Nov,India
Sopore,2014-07-19,Platinum,Entertainment,F,69536,20140719,2014,Jul,India
Nangal,2014-11-30,Gold,Fuel,F,136140,20141130,2014,Nov,India
Indore,2015-03-09,Silver,Entertainment,M,58987,20150309,2015,Mar,India
Wai,2014-03-06,Platinum,Fuel,F,103969,20140306,2014,Mar,India
Nilanga,2014-09-07,Silver,Grocery,F,220790,20140907,2014,Sep,India
Laharpur,2014-10-12,Silver,Food,F,67940,20141012,2014,Oct,India
Tiruvethipuram,2014-04-15,Silver,Bills,M,29451,20140415,2014,Apr,India
Yellandu,2014-05-02,Silver,Entertainment,M,183215,20140502,2014,May,India
Petlad,2013-11-28,Signature,Entertainment,F,123255,20131128,2013,Nov,India
Pilani,2015-01-16,Platinum,Fuel,M,245353,20150116,2015,Jan,India
Rath,2015-05-07,Platinum,Food,M,96493,20150507,2015,May,India
Bikaner,2014-12-05,Gold,Grocery,F,171294,20141205,2014,Dec,India
Savarkundla,2015-04-26,Silver,Fuel,F,22393,20150426,2015,Apr,India
Palia Kalan,2014-12-24,Silver,Entertainment,F,54009,20141224,2014,Dec,India
Sangaria,2014-05-08,Gold,Bills,F,201228,20140508,2014,May,India
Samastipur,2014-10-04,Silver,Grocery,F,85488,20141004,2014,Oct,India
Jangaon,2014-04-04,Platinum,Grocery,F,54687,20140404,2014,Apr,India
Alipurduar,2015-01-07,Silver,Fuel,M,83577,20150107,2015,Jan,India
Chilakaluripet,2013-11-07,Platinum,Grocery,M,134710,20131107,2013,Nov,India
Chatra,2014-08-25,Silver,Grocery,F,48970,20140825,2014,Aug,India
Jammu,2014-12-01,Signature,Food,M,33536,20141201,2014,Dec,India
Sivakasi,2013-12-25,Signature,Food,F,269195,20131225,2013,Dec,India
Talcher,2014-10-04,Silver,Bills,F,232327,20141004,2014,Oct,India
Mehkar,2015-01-12,Platinum,Fuel,M,275295,20150112,2015,Jan,India
Shoranur,2013-11-17,Gold,Bills,M,174475,20131117,2013,Nov,India
Marmagao,2015-02-24,Signature,Entertainment,M,239105,20150224,2015,Feb,India
Kendujhar,2013-10-08,Silver,Grocery,F,14807,20131008,2013,Oct,India
Ujjain,2015-01-31,Signature,Fuel,F,47213,20150131,2015,Jan,India
Sankari,2013-10-27,Platinum,Food,F,291735,20131027,2013,Oct,India
Bilaspur,2014-01-22,Silver,Fuel,F,113985,20140122,2014,Jan,India
Siwan,2014-11-29,Silver,Bills,M,233812,20141129,2014,Nov,India
Kolar,2013-10-15,Gold,Grocery,M,66211,20131015,2013,Oct,India
Surat,2013-10-16,Gold,Fuel,F,214401,20131016,2013,Oct,India
Khanna,2013-12-23,Silver,Bills,F,86177,20131223,2013,Dec,India
Sanduru,2014-09-27,Silver,Fuel,F,45646,20140927,2014,Sep,India
Gopalganj,2014-11-12,Gold,Bills,F,296476,20141112,2014,Nov,India
Koratla,2014-09-09,Gold,Fuel,M,24819,20140909,2014,Sep,India
Arakkonam,2014-05-05,Gold,Entertainment,F,96000,20140505,2014,May,India
Wai,2014-04-30,Gold,Fuel,F,87876,20140430,2014,Apr,India
Lachhmangarh,2014-10-20,Platinum,Entertainment,M,38795,20141020,2014,Oct,India
Ambikapur,2015-01-22,Gold,Bills,F,276978,20150122,2015,Jan,India
Kollam,2013-11-24,Platinum,Bills,F,236602,20131124,2013,Nov,India
Phalodi,2013-10-04,Gold,Entertainment,M,139361,20131004,2013,Oct,India
Ongole,2014-10-15,Gold,Food,M,28708,20141015,2014,Oct,India
Moga,2014-06-21,Platinum,Grocery,M,129158,20140621,2014,Jun,India
Sainthia,2014-03-23,Silver,Bills,M,165014,20140323,2014,Mar,India
Rajgarh (Churu),2013-11-28,Gold,Bills,F,139622,20131128,2013,Nov,India
Modasa,2014-06-04,Gold,Grocery,F,198185,20140604,2014,Jun,India
Pachora,2014-01-24,Gold,Grocery,M,168298,20140124,2014,Jan,India
Tenkasi,2014-11-18,Silver,Grocery,F,295198,20141118,2014,Nov,India
Mohali,2015-01-20,Signature,Food,M,210412,20150120,2015,Jan,India
Pilibhit,2015-01-08,Signature,Fuel,M,60609,20150108,2015,Jan,India
Sibsagar,2014-05-20,Gold,Bills,F,261555,20140520,2014,May,India
Nehtaur,2013-10-11,Gold,Entertainment,F,106642,20131011,2013,Oct,India
Satana,2014-11-02,Gold,Bills,F,141726,20141102,2014,Nov,India
Vidisha,2014-02-24,Silver,Bills,M,25362,20140224,2014,Feb,India
Navsari,2014-06-18,Gold,Entertainment,M,98051,20140618,2014,Jun,India
Itarsi,2015-03-09,Platinum,Bills,F,8651,20150309,2015,Mar,India
Rudrapur,2014-09-04,Signature,Entertainment,M,184043,20140904,2014,Sep,India
Margao,2014-05-15,Platinum,Grocery,M,249803,20140515,2014,May,India
Shahabad,2014-03-09,Gold,Entertainment,F,179771,20140309,2014,Mar,India
Manendragarh,2014-05-12,Gold,Entertainment,M,242357,20140512,2014,May,India
Shikarpur Bulandshahr,2015-05-01,Signature,Fuel,M,122635,20150501,2015,May,India
Sangamner,2015-03-30,Signature,Grocery,M,159896,20150330,2015,Mar,India
Gangarampur,2015-04-08,Platinum,Grocery,F,123800,20150408,2015,Apr,India
Bharuch,2014-03-14,Silver,Food,F,268203,20140314,2014,Mar,India
Rath,2015-02-12,Gold,Fuel,F,208586,20150212,2015,Feb,India
Kottayam,2015-02-16,Silver,Fuel,M,281672,20150216,2015,Feb,India
Vaijapur,2014-09-16,Signature,Grocery,M,48429,20140916,2014,Sep,India
Akot,2014-01-04,Gold,Fuel,M,8777,20140104,2014,Jan,India
Jalandhar,2014-09-07,Platinum,Fuel,M,264902,20140907,2014,Sep,India
Pavagada,2013-10-27,Gold,Entertainment,M,91400,20131027,2013,Oct,India
Tohana,2014-06-20,Platinum,Fuel,M,16940,20140620,2014,Jun,India
Nokha,2014-05-31,Silver,Food,F,206016,20140531,2014,May,India
Lakhimpur,2014-03-06,Gold,Fuel,F,244226,20140306,2014,Mar,India
Tharad,2013-12-17,Signature,Bills,M,181088,20131217,2013,Dec,India
Bhadrachalam,2014-04-17,Gold,Bills,F,4544,20140417,2014,Apr,India
Pithoragarh,2014-01-03,Platinum,Grocery,M,49068,20140103,2014,Jan,India
Sirhind Fatehgarh Sahib,2015-05-11,Signature,Grocery,F,172423,20150511,2015,May,India
Pratapgarh,2014-10-03,Platinum,Entertainment,M,128692,20141003,2014,Oct,India
Tiruchirappalli,2014-02-03,Silver,Grocery,F,13592,20140203,2014,Feb,India
Jagtial,2014-06-20,Gold,Entertainment,F,124862,20140620,2014,Jun,India
Yanam,2014-09-29,Gold,Grocery,F,111904,20140929,2014,Sep,India
Lakhisarai,2014-06-14,Platinum,Fuel,M,11511,20140614,2014,Jun,India
Raisen,2013-11-09,Platinum,Food,F,61596,20131109,2013,Nov,India
Koratla,2014-05-22,Platinum,Grocery,F,108299,20140522,2014,May,India
Rabkavi Banhatti,2014-09-11,Gold,Fuel,M,250770,20140911,2014,Sep,India
Hajipur,2014-10-06,Gold,Fuel,M,211559,20141006,2014,Oct,India
Malegaon,2014-07-25,Gold,Food,F,118030,20140725,2014,Jul,India
Maddur,2014-12-19,Gold,Bills,F,56419,20141219,2014,Dec,India
Sangli,2014-10-15,Signature,Bills,M,148766,20141015,2014,Oct,India
Darbhanga,2014-10-01,Platinum,Entertainment,M,173640,20141001,2014,Oct,India
Maner,2013-11-06,Platinum,Bills,M,225499,20131106,2013,Nov,India
Thirumangalam,2014-07-09,Gold,Grocery,M,31114,20140709,2014,Jul,India
Achalpur,2014-10-28,Gold,Bills,M,173336,20141028,2014,Oct,India
Bikaner,2013-11-03,Silver,Entertainment,M,28907,20131103,2013,Nov,India
Sangamner,2015-02-24,Platinum,Grocery,M,277505,20150224,2015,Feb,India
Shrigonda,2015-05-14,Silver,Fuel,M,186758,20150514,2015,May,India
Surandai,2013-12-27,Gold,Food,F,174101,20131227,2013,Dec,India
Imphal,2015-04-01,Silver,Bills,M,199438,20150401,2015,Apr,India
Firozpur,2014-12-29,Silver,Food,F,46914,20141229,2014,Dec,India
Raghogarh-Vijaypur,2015-04-29,Signature,Entertainment,F,39176,20150429,2015,Apr,India
Nasirabad,2015-03-21,Platinum,Bills,F,185880,20150321,2015,Mar,India
Faridabad,2014-12-24,Platinum,Fuel,F,34514,20141224,2014,Dec,India
Nidadavole,2014-09-23,Platinum,Fuel,F,261138,20140923,2014,Sep,India
Dhoraji,2013-11-24,Signature,Food,F,81352,20131124,2013,Nov,India
Narsinghgarh,2014-01-29,Silver,Entertainment,M,62373,20140129,2014,Jan,India
Sahibganj,2014-12-13,Platinum,Entertainment,F,3742,20141213,2014,Dec,India
Navi Mumbai,2013-11-26,Gold,Food,M,290034,20131126,2013,Nov,India
Balaghat,2014-01-17,Silver,Grocery,M,107080,20140117,2014,Jan,India
Gadwal,2014-06-29,Platinum,Fuel,F,68807,20140629,2014,Jun,India
Sonepur,2014-02-27,Platinum,Fuel,M,265147,20140227,2014,Feb,India
Ladnu,2013-11-26,Platinum,Bills,M,84894,20131126,2013,Nov,India
Mudalagi,2015-03-24,Silver,Entertainment,M,56428,20150324,2015,Mar,India
Bhilai Nagar,2014-12-04,Platinum,Bills,F,257840,20141204,2014,Dec,India
Haldwani-cum-Kathgodam,2014-03-10,Silver,Grocery,F,70044,20140310,2014,Mar,India
Bokaro Steel City,2014-01-27,Signature,Bills,M,47305,20140127,2014,Jan,India
Bhilai Nagar,2014-11-05,Gold,Fuel,F,200116,20141105,2014,Nov,India
Rajagangapur,2014-09-09,Signature,Food,M,165047,20140909,2014,Sep,India
Dhenkanal,2014-01-18,Silver,Grocery,M,26865,20140118,2014,Jan,India
Neyyattinkara,2014-08-08,Signature,Entertainment,M,224636,20140808,2014,Aug,India
Zira,2014-08-08,Gold,Entertainment,M,179424,20140808,2014,Aug,India
Pathri,2014-07-27,Platinum,Grocery,M,224669,20140727,2014,Jul,India
Purnia,2014-06-05,Platinum,Entertainment,F,94039,20140605,2014,Jun,India
Madhugiri,2015-05-09,Platinum,Fuel,M,208668,20150509,2015,May,India
Sheopur,2014-10-26,Platinum,Food,F,45720,20141026,2014,Oct,India
Narsinghgarh,2014-06-18,Signature,Food,M,196468,20140618,2014,Jun,India
Makrana,2013-10-07,Signature,Fuel,F,116394,20131007,2013,Oct,India
Kunnamkulam,2015-05-03,Platinum,Bills,M,72777,20150503,2015,May,India
Mandi,2015-04-24,Platinum,Entertainment,M,189096,20150424,2015,Apr,India
Rampur,2014-11-08,Signature,Entertainment,F,35930,20141108,2014,Nov,India
Purulia,2014-09-11,Gold,Fuel,F,58643,20140911,2014,Sep,India
Ballari,2014-09-30,Silver,Food,F,275415,20140930,2014,Sep,India
Malout,2014-10-21,Platinum,Entertainment,M,120093,20141021,2014,Oct,India
Athni,2014-04-18,Platinum,Entertainment,F,241077,20140418,2014,Apr,India
Gudur,2015-02-15,Gold,Entertainment,M,186435,20150215,2015,Feb,India
Pudukkottai,2013-12-17,Platinum,Food,F,223343,20131217,2013,Dec,India
Rasra,2014-05-16,Signature,Entertainment,M,145718,20140516,2014,May,India
Shamsabad Agra,2014-08-26,Silver,Fuel,M,83717,20140826,2014,Aug,India
Dalli-Rajhara,2014-11-07,Silver,Fuel,M,41893,20141107,2014,Nov,India
Vaniyambadi,2014-07-09,Platinum,Fuel,F,297907,20140709,2014,Jul,India
Marmagao,2014-01-11,Platinum,Food,F,258133,20140111,2014,Jan,India
Firozpur Cantt.,2014-08-17,Platinum,Fuel,F,13133,20140817,2014,Aug,India
Vaijapur,2014-02-22,Silver,Grocery,M,89834,20140222,2014,Feb,India
Wokha,2015-03-23,Platinum,Bills,M,10639,20150323,2015,Mar,India
Mundi,2014-06-20,Signature,Entertainment,F,26694,20140620,2014,Jun,India
Valparai,2014-12-13,Silver,Food,F,4784,20141213,2014,Dec,India
Valsad,2014-06-07,Platinum,Entertainment,F,80841,20140607,2014,Jun,India
Alipurduar,2015-02-06,Silver,Fuel,M,146912,20150206,2015,Feb,India
Hardoi ,2014-02-26,Silver,Grocery,M,34339,20140226,2014,Feb,India
Nawanshahr,2013-10-18,Silver,Food,M,161821,20131018,2013,Oct,India
Gudur,2015-04-27,Signature,Entertainment,F,219831,20150427,2015,Apr,India
Mokameh,2014-12-24,Gold,Entertainment,F,197687,20141224,2014,Dec,India
Nainital,2014-09-18,Platinum,Fuel,M,104666,20140918,2014,Sep,India
Indore,2014-03-04,Platinum,Grocery,F,271337,20140304,2014,Mar,India
Karaikal,2014-12-15,Platinum,Entertainment,M,154629,20141215,2014,Dec,India
